transaction_id,customer_id,subscription_id,amount,payment_method,failure_type,attempt_number,days_overdue,previous_payment_count,previous_success_count,previous_failure_count,previous_recovery_count,customer_lifetime_value,contact_count,subscription_age_days,action,previous_success_rate,previous_recovery_rate,recovery_probability,action_cost,expected_recovery_value,recovered,recovered_amount,net_value
tx_00039,cust_02526,sub_02405,537.81,card,hard_decline,4,18,4,3,1,0,2012.11,6,163,send_reminder,0.75,0.0,0.0169,0.5,8.61,False,0.0,-0.5
tx_04819,cust_03727,sub_01163,10024.99,upi,insufficient_funds,3,10,19,17,2,1,176654.09,3,589,send_reminder,0.8947,0.5,0.3217,0.5,3224.62,False,0.0,-0.5
tx_03465,cust_02998,sub_04697,1535.74,upi,invalid_payment_method,1,2,29,24,5,3,36642.65,0,891,retry_now,0.8276,0.6,0.0158,1.0,23.22,False,0.0,-1.0
tx_01760,cust_01538,sub_01125,533.5,upi,insufficient_funds,1,1,22,21,1,1,13027.37,0,680,retry_now,0.9545,1.0,0.1473,1.0,77.59,False,0.0,-1.0
tx_02304,cust_03662,sub_01096,1521.43,card,expired_card,1,1,25,21,4,2,30714.0,1,771,payment_method_update,0.84,0.5,0.8943,2.0,1358.6,True,1521.43,1519.43
tx_03723,cust_03974,sub_04981,503.64,card,insufficient_funds,1,2,8,7,1,1,4251.32,0,244,recovery_link,0.875,1.0,0.571,1.5,286.09,False,0.0,-1.5
tx_08284,cust_03183,sub_03862,542.97,netbanking,invalid_payment_method,3,8,23,20,3,2,11337.79,3,721,send_reminder,0.8696,0.6667,0.1895,0.5,102.4,True,542.97,542.47
tx_04993,cust_02209,sub_01827,215.04,upi,insufficient_funds,2,4,19,14,5,3,3731.33,1,575,retry_later,0.7368,0.6,0.6389,1.0,136.39,True,215.04,214.04
tx_08127,cust_02344,sub_04332,523.34,upi,repeated_failure,1,0,5,5,0,0,2590.13,0,158,retry_later,1.0,0.0,0.2186,1.0,113.42,False,0.0,-1.0
tx_03032,cust_02252,sub_03502,237.68,upi,invalid_payment_method,4,19,31,28,3,2,8848.69,6,953,payment_method_update,0.9032,0.6667,0.4204,2.0,97.92,False,0.0,-2.0
tx_07938,cust_00278,sub_04229,541.19,upi,customer_abandoned,2,5,8,7,1,1,4496.62,1,257,recovery_link,0.875,1.0,0.7347,1.5,396.13,True,541.19,539.69
tx_03039,cust_00790,sub_01671,518.74,wallet,repeated_failure,3,12,24,16,8,5,10224.43,5,759,send_reminder,0.6667,0.625,0.0992,0.5,50.98,False,0.0,-0.5
tx_09655,cust_01655,sub_02728,1017.65,card,bank_timeout,1,1,20,19,1,1,20041.07,0,602,retry_now,0.95,1.0,0.8463,1.0,860.25,True,1017.65,1016.65
tx_02545,cust_01590,sub_03265,1040.63,netbanking,insufficient_funds,1,1,28,15,13,7,17860.81,0,848,retry_now,0.5357,0.5385,0.1098,1.0,113.29,False,0.0,-1.0
tx_02592,cust_02128,sub_01738,231.67,netbanking,soft_decline,1,1,14,10,4,3,3003.73,1,425,retry_now,0.7143,0.75,0.4704,1.0,107.98,False,0.0,-1.0
tx_01188,cust_02266,sub_05020,528.94,upi,hard_decline,4,16,4,4,0,0,2360.9,5,161,send_reminder,1.0,0.0,0.0359,0.5,18.48,False,0.0,-0.5
tx_07966,cust_00839,sub_05187,244.48,mandate_nach,bank_timeout,1,0,35,29,6,3,8666.22,0,1073,retry_now,0.8286,0.5,0.7611,1.0,185.07,True,244.48,243.48
tx_06077,cust_00737,sub_00459,534.71,upi,repeated_failure,3,11,35,22,13,6,13970.15,4,1082,send_reminder,0.6286,0.4615,0.116,0.5,61.53,False,0.0,-0.5
tx_00107,cust_02659,sub_00661,1045.32,mandate_nach,insufficient_funds,3,13,33,29,4,2,29140.56,4,1025,retry_later,0.8788,0.5,0.5489,1.0,572.73,True,1045.32,1044.32
tx_01315,cust_01195,sub_04397,1009.27,upi,soft_decline,4,15,26,20,6,4,22816.13,5,813,send_reminder,0.7692,0.6667,0.148,0.5,148.86,False,0.0,-0.5
tx_08187,cust_00745,sub_01224,206.63,card,insufficient_funds,5,37,3,2,1,0,612.17,8,150,stop,0.6667,0.0,0.0,0.0,0.0,False,0.0,0.0
tx_02753,cust_02606,sub_01628,519.88,upi,soft_decline,3,8,1,1,0,0,609.5,3,44,retry_now,1.0,0.0,0.2457,1.0,126.76,False,0.0,-1.0
tx_09753,cust_00887,sub_04556,1503.11,mandate_nach,bank_timeout,1,1,14,10,4,3,17180.67,1,441,retry_now,0.7143,0.75,0.7733,1.0,1161.36,False,0.0,-1.0
tx_06231,cust_02529,sub_05157,245.69,mandate_nach,soft_decline,1,2,16,12,4,1,3683.41,0,489,retry_now,0.75,0.25,0.3435,1.0,83.38,False,0.0,-1.0
tx_02876,cust_02657,sub_04793,239.18,netbanking,bank_timeout,2,6,33,22,11,3,6292.65,2,1016,send_reminder,0.6667,0.2727,0.1368,0.5,32.22,False,0.0,-0.5
tx_05323,cust_01586,sub_05453,223.21,upi,customer_abandoned,1,2,19,17,2,1,4461.04,0,581,send_reminder,0.8947,0.5,0.6356,0.5,141.37,False,0.0,-0.5
tx_00799,cust_01769,sub_00224,541.79,mandate_nach,bank_timeout,1,0,1,1,0,0,641.18,0,38,retry_later,1.0,0.0,0.8791,1.0,475.26,True,541.79,540.79
tx_03570,cust_03198,sub_00468,5042.57,upi,soft_decline,1,1,11,8,3,2,43616.14,0,338,retry_now,0.7273,0.6667,0.4925,1.0,2482.66,False,0.0,-1.0
tx_02894,cust_01043,sub_02804,526.41,card,expired_card,1,2,15,13,2,2,7703.44,0,471,payment_method_update,0.8667,1.0,0.8997,2.0,471.62,True,526.41,524.41
tx_02927,cust_01282,sub_01466,1008.18,upi,customer_abandoned,1,2,29,17,12,6,17222.38,0,884,retry_now,0.5862,0.5,0.0652,1.0,64.74,False,0.0,-1.0
tx_08178,cust_02686,sub_04066,238.0,netbanking,customer_abandoned,1,0,9,8,1,1,2158.8,0,281,retry_now,0.8889,1.0,0.0865,1.0,19.58,False,0.0,-1.0
tx_00971,cust_01673,sub_05019,532.57,mandate_nach,bank_timeout,1,0,1,1,0,0,532.64,0,32,retry_now,1.0,0.0,0.7601,1.0,403.79,False,0.0,-1.0
tx_06687,cust_00414,sub_01951,5024.73,upi,insufficient_funds,2,4,12,10,2,1,48534.2,1,382,escalate_human,0.8333,0.5,0.5102,30.0,2533.45,False,0.0,-30.0
tx_08575,cust_00865,sub_03082,1038.52,card,insufficient_funds,3,13,7,6,1,1,6244.65,5,245,send_reminder,0.8571,1.0,0.2133,0.5,221.0,True,1038.52,1038.02
tx_02020,cust_01211,sub_02126,238.56,upi,soft_decline,3,14,25,17,8,4,5702.02,5,774,retry_now,0.68,0.5,0.1551,1.0,35.99,False,0.0,-1.0
tx_09054,cust_03866,sub_00204,1535.1,upi,invalid_payment_method,1,0,6,5,1,1,7877.74,1,189,retry_now,0.8333,1.0,0.0177,1.0,26.2,False,0.0,-1.0
tx_00952,cust_02458,sub_05066,5042.95,upi,bank_timeout,1,1,31,20,11,7,104911.17,0,932,retry_now,0.6452,0.6364,0.8094,1.0,4080.51,True,5042.95,5041.95
tx_05359,cust_01365,sub_05350,208.68,upi,insufficient_funds,1,1,26,22,4,3,6196.22,1,806,retry_now,0.8462,0.75,0.1193,1.0,23.89,False,0.0,-1.0
tx_03857,cust_00073,sub_01699,515.42,upi,unknown,1,1,18,14,4,3,7976.47,0,550,retry_now,0.7778,0.75,0.3378,1.0,173.11,False,0.0,-1.0
tx_05861,cust_02377,sub_01628,1020.44,mandate_nach,hard_decline,1,1,2,2,0,0,2061.78,1,67,payment_method_update,1.0,0.0,0.7925,2.0,806.65,False,0.0,-2.0
tx_03145,cust_02208,sub_03548,223.89,upi,bank_timeout,2,3,7,6,1,0,1632.18,2,239,retry_later,0.8571,0.0,0.7332,1.0,163.16,True,223.89,222.89
tx_03305,cust_01018,sub_03681,1529.16,upi,hard_decline,1,0,11,7,4,3,11374.43,1,350,payment_method_update,0.6364,0.75,0.7804,2.0,1191.43,True,1529.16,1527.16
tx_03006,cust_02396,sub_02932,1542.73,card,invalid_payment_method,1,0,30,27,3,1,39839.82,0,915,retry_now,0.9,0.3333,0.0153,1.0,22.63,False,0.0,-1.0
tx_09001,cust_00075,sub_03799,1534.71,wallet,insufficient_funds,1,1,30,29,1,1,41635.59,0,920,retry_now,0.9667,1.0,0.1453,1.0,221.92,False,0.0,-1.0
tx_07770,cust_00907,sub_04296,547.08,mandate_nach,insufficient_funds,1,1,15,14,1,1,7828.4,0,462,retry_later,0.9333,1.0,0.8332,1.0,454.8,True,547.08,546.08
tx_07438,cust_02353,sub_05466,518.52,upi,bank_timeout,1,0,10,9,1,1,5625.61,1,323,retry_now,0.9,1.0,0.837,1.0,432.99,True,518.52,517.52
tx_07942,cust_02291,sub_04709,201.02,upi,insufficient_funds,1,1,16,15,1,0,3848.08,0,500,retry_now,0.9375,0.0,0.0963,1.0,18.37,False,0.0,-1.0
tx_09238,cust_02574,sub_05070,505.23,upi,unknown,1,0,31,28,3,2,16510.28,0,931,retry_now,0.9032,0.6667,0.3779,1.0,189.94,False,0.0,-1.0
tx_01056,cust_01798,sub_00725,1509.28,upi,insufficient_funds,3,14,3,3,0,0,4397.8,4,105,send_reminder,1.0,0.0,0.2527,0.5,380.93,False,0.0,-0.5
tx_03154,cust_00274,sub_05165,1502.95,mandate_nach,insufficient_funds,1,1,17,14,3,1,19852.84,1,514,recovery_link,0.8235,0.3333,0.5375,1.5,806.27,True,1502.95,1501.45
tx_03787,cust_00084,sub_01155,4999.03,upi,repeated_failure,1,0,22,21,1,0,112883.41,1,674,retry_now,0.9545,0.0,0.0584,1.0,290.93,False,0.0,-1.0
tx_09189,cust_00845,sub_02713,1021.9,card,expired_card,1,0,16,14,2,2,15685.86,0,500,payment_method_update,0.875,1.0,0.9142,2.0,932.25,True,1021.9,1019.9
tx_07825,cust_03461,sub_03413,234.69,mandate_nach,insufficient_funds,1,1,10,9,1,0,2855.17,0,328,retry_now,0.9,0.0,0.0708,1.0,15.62,False,0.0,-1.0
tx_07539,cust_02522,sub_00434,215.25,netbanking,soft_decline,1,2,20,15,5,1,4426.44,1,606,retry_later,0.75,0.2,0.6703,1.0,143.27,False,0.0,-1.0
tx_07231,cust_02778,sub_03486,524.96,mandate_nach,customer_abandoned,1,1,23,22,1,0,11544.06,0,714,retry_now,0.9565,0.0,0.0509,1.0,25.7,False,0.0,-1.0
tx_00764,cust_01443,sub_04962,231.49,card,invalid_payment_method,2,5,32,30,2,1,7852.65,1,983,retry_later,0.9375,0.5,0.0139,1.0,2.22,False,0.0,-1.0
tx_05019,cust_02569,sub_03210,1542.51,upi,insufficient_funds,1,2,27,24,3,2,37149.41,0,831,retry_now,0.8889,0.6667,0.1278,1.0,196.11,False,0.0,-1.0
tx_04903,cust_02880,sub_01727,1518.02,upi,bank_timeout,2,4,31,25,6,2,36878.83,1,942,send_reminder,0.8065,0.3333,0.1977,0.5,299.59,False,0.0,-0.5
tx_08093,cust_00965,sub_01456,510.55,upi,invalid_payment_method,1,2,24,14,10,7,7678.05,1,747,escalate_human,0.5833,0.7,0.6913,30.0,322.94,True,510.55,480.55
tx_06843,cust_01369,sub_04635,1526.06,card,invalid_payment_method,1,1,34,19,15,8,32274.94,0,1032,retry_now,0.5588,0.5333,0.013,1.0,18.77,False,0.0,-1.0
tx_02165,cust_03695,sub_03149,523.89,upi,bank_timeout,2,3,34,28,6,3,14791.76,2,1041,retry_later,0.8235,0.5,0.7927,1.0,414.29,True,523.89,522.89
tx_01862,cust_03391,sub_03522,517.62,netbanking,bank_timeout,1,1,34,20,14,8,11635.89,1,1027,retry_now,0.5882,0.5714,0.8012,1.0,413.74,True,517.62,516.62
tx_07850,cust_01259,sub_03401,539.35,card,customer_abandoned,1,0,19,16,3,2,8579.74,0,595,retry_later,0.8421,0.6667,0.173,1.0,92.31,False,0.0,-1.0
tx_09123,cust_00970,sub_00770,211.32,upi,bank_timeout,2,5,30,26,4,2,7387.8,1,930,retry_later,0.8667,0.5,0.7682,1.0,161.35,False,0.0,-1.0
tx_02340,cust_01693,sub_03642,224.53,upi,customer_abandoned,1,1,11,11,0,0,2863.58,0,350,retry_later,1.0,0.0,0.1626,1.0,35.5,False,0.0,-1.0
tx_05527,cust_01263,sub_01546,1003.83,netbanking,bank_timeout,1,0,20,17,3,2,16720.55,0,612,stop,0.85,0.6667,0.0,0.0,0.0,False,0.0,0.0
tx_06743,cust_00145,sub_03018,1031.14,card,soft_decline,1,2,5,2,3,2,2190.55,0,168,retry_now,0.4,0.6667,0.3818,1.0,392.67,False,0.0,-1.0
tx_04003,cust_01785,sub_04958,231.16,upi,insufficient_funds,1,2,29,26,3,2,7230.77,0,899,retry_now,0.8966,0.6667,0.1172,1.0,26.08,False,0.0,-1.0
tx_01123,cust_00974,sub_02001,512.37,upi,soft_decline,5,39,14,10,4,4,6059.95,8,466,stop,0.7143,1.0,0.0,0.0,0.0,False,0.0,0.0
tx_08709,cust_03569,sub_03773,1028.89,netbanking,bank_timeout,1,0,32,23,9,8,27525.86,0,961,recovery_link,0.7188,0.8889,0.3434,1.5,351.79,True,1028.89,1027.39
tx_04049,cust_01826,sub_00552,499.61,upi,bank_timeout,3,12,28,25,3,1,14066.04,5,873,send_reminder,0.8929,0.3333,0.0894,0.5,44.15,False,0.0,-0.5
tx_07640,cust_02531,sub_00317,543.25,card,soft_decline,1,2,11,9,2,1,5837.47,0,357,stop,0.8182,0.5,0.0,0.0,0.0,False,0.0,0.0
tx_00765,cust_03121,sub_04308,5009.73,upi,bank_timeout,3,13,18,17,1,0,83071.68,4,574,send_reminder,0.9444,0.0,0.0903,0.5,452.0,False,0.0,-0.5
tx_02344,cust_02350,sub_03091,499.19,netbanking,soft_decline,1,0,10,8,2,1,4628.02,1,302,retry_now,0.8,0.5,0.4756,1.0,236.39,True,499.19,498.19
tx_04071,cust_03131,sub_03442,524.51,card,insufficient_funds,3,14,24,22,2,1,11552.49,4,754,recovery_link,0.9167,0.5,0.256,1.5,132.8,True,524.51,523.01
tx_07216,cust_02449,sub_03595,1040.64,upi,bank_timeout,1,0,14,11,3,2,12635.07,0,446,retry_now,0.7857,0.6667,0.8241,1.0,856.56,True,1040.64,1039.64
tx_04216,cust_01954,sub_00870,543.57,mandate_nach,insufficient_funds,1,1,24,14,10,2,8662.69,0,732,retry_now,0.5833,0.2,0.0681,1.0,36.0,False,0.0,-1.0
tx_07952,cust_03638,sub_00455,1546.59,upi,insufficient_funds,1,0,31,21,10,7,32537.39,0,954,retry_now,0.6774,0.7,0.1228,1.0,188.97,False,0.0,-1.0
tx_05970,cust_02981,sub_04155,544.07,upi,insufficient_funds,1,0,3,3,0,0,1783.35,1,98,payment_method_update,1.0,0.0,0.4836,2.0,261.09,False,0.0,-2.0
tx_03350,cust_00636,sub_00239,1009.94,card,insufficient_funds,1,2,13,12,1,0,13160.01,0,415,retry_now,0.9231,0.0,0.099,1.0,99.02,False,0.0,-1.0
tx_04695,cust_03342,sub_02622,228.23,card,insufficient_funds,1,2,35,23,12,8,6467.97,0,1077,retry_now,0.6571,0.6667,0.0977,1.0,21.29,False,0.0,-1.0
tx_03399,cust_02887,sub_03061,499.91,upi,soft_decline,4,15,13,12,1,1,6984.53,5,427,stop,0.9231,1.0,0.0,0.0,0.0,False,0.0,0.0
tx_04081,cust_01139,sub_03630,2540.74,upi,hard_decline,1,2,2,1,1,0,2780.05,0,88,stop,0.5,0.0,0.0,0.0,0.0,False,0.0,0.0
tx_09149,cust_03394,sub_00287,511.7,upi,insufficient_funds,2,3,30,25,5,2,15525.55,1,914,retry_later,0.8333,0.4,0.6778,1.0,345.84,True,511.7,510.7
tx_01224,cust_01667,sub_04312,1511.55,upi,insufficient_funds,1,2,6,5,1,1,8546.83,1,186,retry_now,0.8333,1.0,0.1275,1.0,191.7,False,0.0,-1.0
tx_06292,cust_00135,sub_05075,247.32,upi,bank_timeout,2,6,9,8,1,0,2322.95,3,300,retry_later,0.8889,0.0,0.693,1.0,170.4,False,0.0,-1.0
tx_03122,cust_01886,sub_02597,207.09,upi,invalid_payment_method,1,2,34,32,2,1,7578.61,0,1041,retry_now,0.9412,0.5,0.0148,1.0,2.06,False,0.0,-1.0
tx_00510,cust_03978,sub_03228,225.91,card,insufficient_funds,2,4,27,26,1,1,7055.8,1,835,retry_later,0.963,1.0,0.709,1.0,159.17,True,225.91,224.91
tx_05794,cust_01614,sub_01004,2530.22,upi,repeated_failure,2,3,32,24,8,3,57727.93,2,966,retry_later,0.75,0.375,0.151,1.0,381.0,False,0.0,-1.0
tx_08181,cust_00403,sub_03641,245.71,upi,customer_abandoned,1,0,35,28,7,2,7666.83,0,1065,escalate_human,0.8,0.2857,0.722,30.0,147.41,False,0.0,-30.0
tx_09417,cust_00669,sub_04343,1540.36,upi,bank_timeout,1,1,22,17,5,2,25518.73,0,663,retry_now,0.7727,0.4,0.8084,1.0,1244.22,True,1540.36,1539.36
tx_00096,cust_00958,sub_05317,1522.44,upi,hard_decline,2,6,1,1,0,0,1596.11,2,57,retry_later,1.0,0.0,0.0085,1.0,12.01,False,0.0,-1.0
tx_06681,cust_01360,sub_00900,532.24,card,expired_card,1,2,6,5,1,1,3142.52,0,187,payment_method_update,0.8333,1.0,0.8922,2.0,472.86,True,532.24,530.24
tx_01512,cust_02975,sub_01237,2527.32,card,insufficient_funds,3,8,10,9,1,1,25009.5,3,315,stop,0.9,1.0,0.0,0.0,0.0,False,0.0,0.0
tx_08791,cust_01756,sub_03682,1530.67,mandate_nach,invalid_payment_method,1,2,14,11,3,2,16238.51,0,445,escalate_human,0.7857,0.6667,0.7709,30.0,1150.03,True,1530.67,1500.67
tx_00119,cust_00458,sub_00305,246.41,upi,repeated_failure,1,2,31,27,4,3,7321.92,1,949,retry_now,0.871,0.75,0.0606,1.0,13.94,False,0.0,-1.0
tx_07791,cust_02480,sub_00658,503.05,upi,bank_timeout,2,5,14,13,1,1,7117.89,1,443,stop,0.9286,1.0,0.0,0.0,0.0,False,0.0,0.0
tx_06517,cust_02261,sub_04177,229.48,card,repeated_failure,5,28,35,20,15,13,6202.38,8,1086,stop,0.5714,0.8667,0.0,0.0,0.0,False,0.0,0.0
tx_00033,cust_02218,sub_02785,523.66,upi,hard_decline,3,13,14,11,3,1,6022.48,4,453,payment_method_update,0.7857,0.3333,0.4516,2.0,234.47,True,523.66,521.66
tx_07887,cust_02433,sub_04207,202.95,card,expired_card,1,2,4,4,0,0,1006.16,1,130,payment_method_update,1.0,0.0,0.8818,2.0,176.97,True,202.95,200.95
tx_06830,cust_02469,sub_01612,1035.65,upi,bank_timeout,1,2,31,26,5,4,26451.97,0,940,retry_now,0.8387,0.8,0.8298,1.0,858.38,True,1035.65,1034.65
tx_05421,cust_03887,sub_02391,1017.34,upi,customer_abandoned,1,1,4,3,1,1,2971.09,0,143,retry_later,0.75,1.0,0.1662,1.0,168.08,False,0.0,-1.0
tx_01068,cust_01334,sub_02274,212.55,upi,repeated_failure,5,34,30,25,5,3,6483.22,8,958,payment_method_update,0.8333,0.6,0.0929,2.0,17.74,False,0.0,-2.0
