index,transaction_id,failure_type,payment_method,attempt_number,amount,amount_bucket,customer_lifetime_value,days_overdue,contact_count,selected_action,predicted_erv,gt_recovery_probability,recovered,recovered_amount,action_cost,net_value,guardrails_triggered
106,tx_01065,bank_timeout,upi,3,1013.27,1000-5000,24756.94,10,3,retry_later,629.8375,0.651146,True,1013.27,1.0,1012.27,0
107,tx_00600,soft_decline,card,2,1003.44,1000-5000,30590.13,5,1,retry_later,774.7605,0.687226,True,1003.44,1.0,1002.44,0
108,tx_04227,soft_decline,upi,1,500.02,500-1000,2231.52,0,0,retry_later,375.7517,0.659287,True,500.02,1.0,499.02,0
109,tx_07577,unknown,upi,2,535.21,500-1000,14426.08,4,1,recovery_link,314.5632,0.4171,False,0.0,1.5,-1.5,0
110,tx_00077,unknown,upi,1,1042.49,1000-5000,17386.56,1,0,recovery_link,702.3871,0.504911,True,1042.49,1.5,1040.99,0
111,tx_07546,insufficient_funds,upi,1,542.15,500-1000,1219.34,0,1,retry_later,400.4696,0.753994,False,0.0,1.0,-1.0,0
112,tx_02898,bank_timeout,netbanking,2,238.7,100-500,1263.08,5,2,retry_later,183.7202,0.786132,True,238.7,1.0,237.7,0
113,tx_04820,insufficient_funds,upi,1,1003.27,1000-5000,17400.49,1,0,retry_later,780.1712,0.769522,True,1003.27,1.0,1002.27,0
114,tx_09302,bank_timeout,mandate_nach,4,1035.17,1000-5000,5649.02,18,6,retry_later,608.3466,0.513808,True,1035.17,1.0,1034.17,0
115,tx_06413,insufficient_funds,mandate_nach,1,2512.01,1000-5000,39530.06,2,1,retry_later,1850.29,0.76646,True,2512.01,1.0,2511.01,0
116,tx_09064,repeated_failure,upi,5,537.73,500-1000,5360.5,41,8,recovery_link,56.8494,0.076691,False,0.0,1.5,-1.5,0
117,tx_08007,invalid_payment_method,upi,1,548.14,500-1000,10733.88,0,0,recovery_link,463.016,0.861672,True,548.14,1.5,546.64,1
118,tx_05468,bank_timeout,upi,1,202.42,100-500,885.74,0,0,retry_later,176.5176,0.847061,True,202.42,1.0,201.42,0
119,tx_05951,soft_decline,upi,1,1533.41,1000-5000,16792.79,2,0,retry_later,1249.2904,0.765013,True,1533.41,1.0,1532.41,0
120,tx_03391,insufficient_funds,mandate_nach,1,226.59,100-500,6139.42,1,0,retry_later,189.5517,0.807518,True,226.59,1.0,225.59,0
121,tx_05415,bank_timeout,upi,2,1019.46,1000-5000,15937.71,3,1,retry_later,768.9532,0.758458,False,0.0,1.0,-1.0,0
122,tx_02560,insufficient_funds,upi,3,1009.04,1000-5000,23933.19,12,5,retry_later,475.1096,0.47063,True,1009.04,1.0,1008.04,0
123,tx_08162,bank_timeout,wallet,2,2513.5,1000-5000,76066.95,5,1,retry_later,2096.2959,0.799844,True,2513.5,1.0,2512.5,0
124,tx_02635,customer_abandoned,card,1,517.87,500-1000,13021.15,0,1,recovery_link,361.9439,0.790497,True,517.87,1.5,516.37,0
125,tx_05256,expired_card,card,1,229.15,100-500,5673.1,0,1,payment_method_update,194.7475,0.86514,True,229.15,2.0,227.15,1
126,tx_03530,customer_abandoned,netbanking,2,1004.27,1000-5000,27558.88,3,2,recovery_link,598.2423,0.714452,True,1004.27,1.5,1002.77,0
127,tx_08567,bank_timeout,upi,2,2516.6,1000-5000,53412.27,4,2,retry_later,1967.0211,0.791633,True,2516.6,1.0,2515.6,0
128,tx_01908,bank_timeout,upi,1,1012.4,1000-5000,11710.38,1,0,retry_later,874.3923,0.847605,True,1012.4,1.0,1011.4,0
129,tx_00235,customer_abandoned,upi,5,1004.0,1000-5000,24643.81,32,8,recovery_link,233.5775,0.195556,True,1004.0,1.5,1002.5,0
130,tx_01604,hard_decline,upi,5,516.56,500-1000,11184.76,35,8,payment_method_update,85.3131,0.136412,False,0.0,2.0,-2.0,1
131,tx_07984,customer_abandoned,card,2,505.87,500-1000,11778.13,6,3,recovery_link,275.2517,0.65663,True,505.87,1.5,504.37,0
132,tx_03490,insufficient_funds,upi,2,2509.03,1000-5000,43607.31,5,2,retry_later,1433.8349,0.656559,False,0.0,1.0,-1.0,0
133,tx_01994,insufficient_funds,upi,2,5009.58,5000+,46345.37,6,3,retry_later,3095.5681,0.639603,True,5009.58,1.0,5008.58,0
134,tx_02824,soft_decline,card,1,512.32,500-1000,6950.27,2,1,retry_later,393.4069,0.67412,False,0.0,1.0,-1.0,0
135,tx_09285,insufficient_funds,mandate_nach,5,1037.03,1000-5000,17631.45,30,8,retry_later,231.1319,0.18503,False,0.0,1.0,-1.0,0
136,tx_01342,bank_timeout,upi,1,1516.12,1000-5000,45522.94,2,0,retry_later,1339.9369,0.85878,True,1516.12,1.0,1515.12,0
137,tx_08512,insufficient_funds,wallet,4,518.32,500-1000,5992.36,17,6,retry_later,167.2882,0.280166,False,0.0,1.0,-1.0,0
138,tx_01619,soft_decline,upi,2,534.81,500-1000,5679.49,3,1,retry_later,389.7391,0.667421,True,534.81,1.0,533.81,0
139,tx_05287,insufficient_funds,upi,1,1546.23,1000-5000,42878.96,1,0,retry_later,1220.1259,0.782937,False,0.0,1.0,-1.0,0
140,tx_02060,soft_decline,upi,3,528.18,500-1000,2382.01,13,5,retry_later,217.7385,0.311552,True,528.18,1.0,527.18,0
141,tx_09955,unknown,wallet,1,518.05,500-1000,9371.3,1,1,recovery_link,337.6196,0.482319,False,0.0,1.5,-1.5,0
142,tx_02219,hard_decline,card,4,509.0,500-1000,18369.64,18,7,payment_method_update,264.9226,0.39297,True,509.0,2.0,507.0,1
143,tx_06038,soft_decline,card,2,527.56,500-1000,9745.82,3,2,retry_later,358.9129,0.631496,True,527.56,1.0,526.56,0
144,tx_00260,bank_timeout,netbanking,2,1522.23,1000-5000,17251.25,5,2,retry_later,1129.1271,0.793708,True,1522.23,1.0,1521.23,0
145,tx_09365,insufficient_funds,mandate_nach,1,236.4,100-500,625.67,2,0,retry_later,193.594,0.788701,True,236.4,1.0,235.4,0
146,tx_09093,soft_decline,card,2,242.74,100-500,4739.13,3,2,retry_later,170.8183,0.622552,True,242.74,1.0,241.74,0
147,tx_03744,expired_card,card,1,518.69,500-1000,16704.59,2,0,payment_method_update,469.1674,0.900541,True,518.69,2.0,516.69,1
148,tx_02026,insufficient_funds,mandate_nach,1,509.42,500-1000,10296.45,0,0,retry_later,402.3452,0.795954,True,509.42,1.0,508.42,0
149,tx_06988,soft_decline,card,1,1541.64,1000-5000,15477.51,2,1,retry_later,1206.7485,0.722193,False,0.0,1.0,-1.0,0
150,tx_04234,customer_abandoned,upi,3,509.9,500-1000,6434.52,13,4,recovery_link,242.4197,0.490775,False,0.0,1.5,-1.5,0
151,tx_01917,customer_abandoned,card,2,547.28,500-1000,689.19,4,1,recovery_link,260.5137,0.556745,True,547.28,1.5,545.78,0
152,tx_01828,invalid_payment_method,upi,1,1046.49,1000-5000,17749.28,0,0,recovery_link,857.3145,0.847198,False,0.0,1.5,-1.5,1
153,tx_06233,soft_decline,upi,3,5027.05,5000+,130968.74,9,3,retry_later,2631.6201,0.46641,True,5027.05,1.0,5026.05,0
154,tx_09332,soft_decline,card,3,538.56,500-1000,6167.9,12,4,retry_later,273.5725,0.410322,False,0.0,1.0,-1.0,0
155,tx_06283,bank_timeout,card,1,1001.53,1000-5000,19350.99,2,0,retry_later,849.8479,0.827773,False,0.0,1.0,-1.0,0
156,tx_04208,hard_decline,upi,1,519.52,500-1000,6823.46,0,0,payment_method_update,430.4,0.813121,True,519.52,2.0,517.52,1
157,tx_00224,soft_decline,card,2,1535.44,1000-5000,37341.85,3,1,retry_later,1107.2593,0.653705,False,0.0,1.0,-1.0,0
158,tx_08915,insufficient_funds,upi,3,227.57,100-500,1524.53,9,4,retry_later,115.8141,0.501025,False,0.0,1.0,-1.0,0
159,tx_06469,repeated_failure,upi,5,1045.64,1000-5000,7963.87,44,8,escalate_human,79.4882,0.088577,False,0.0,30.0,-30.0,0
160,tx_09413,expired_card,card,1,247.29,100-500,6385.3,2,0,payment_method_update,219.1427,0.880018,True,247.29,2.0,245.29,1
161,tx_00846,expired_card,card,1,1003.61,1000-5000,27142.62,1,0,payment_method_update,899.9983,0.898785,True,1003.61,2.0,1001.61,1
162,tx_04289,bank_timeout,upi,1,242.12,100-500,8172.2,1,0,retry_later,206.3225,0.838674,True,242.12,1.0,241.12,0
163,tx_05560,repeated_failure,upi,2,526.46,500-1000,12409.87,3,2,escalate_human,329.7927,0.739456,False,0.0,30.0,-30.0,0
164,tx_02551,insufficient_funds,upi,2,1008.35,1000-5000,19506.9,5,1,retry_later,577.0247,0.646623,False,0.0,1.0,-1.0,0
165,tx_00117,expired_card,card,2,206.67,100-500,5620.74,6,2,payment_method_update,164.7555,0.823677,True,206.67,2.0,204.67,1
166,tx_08837,soft_decline,card,2,217.3,100-500,1835.54,3,1,retry_later,147.6421,0.594638,False,0.0,1.0,-1.0,0
167,tx_05966,insufficient_funds,card,4,1531.44,1000-5000,24688.45,20,6,retry_later,466.4987,0.260271,False,0.0,1.0,-1.0,0
168,tx_08195,bank_timeout,upi,1,229.52,100-500,7300.83,2,0,retry_later,198.91,0.838013,True,229.52,1.0,228.52,0
169,tx_08659,expired_card,card,2,1533.97,1000-5000,31524.22,5,2,payment_method_update,1174.4294,0.835386,True,1533.97,2.0,1531.97,1
170,tx_07489,insufficient_funds,card,1,2527.78,1000-5000,40501.58,1,0,retry_later,1836.1939,0.733339,True,2527.78,1.0,2526.78,0
171,tx_00005,bank_timeout,upi,2,520.77,500-1000,4439.2,5,1,retry_later,423.3588,0.792344,True,520.77,1.0,519.77,0
172,tx_05342,insufficient_funds,card,1,234.73,100-500,1712.95,1,1,retry_later,185.3401,0.765109,True,234.73,1.0,233.73,0
173,tx_09111,insufficient_funds,upi,1,541.13,500-1000,8299.01,1,0,retry_later,417.8136,0.751912,False,0.0,1.0,-1.0,0
174,tx_04324,soft_decline,card,1,526.15,500-1000,622.34,0,0,retry_later,413.6112,0.717818,False,0.0,1.0,-1.0,0
175,tx_01063,soft_decline,upi,1,1000.3,1000-5000,12504.6,2,0,retry_later,738.5514,0.679613,False,0.0,1.0,-1.0,0
176,tx_02590,expired_card,card,1,219.4,100-500,3619.78,0,0,payment_method_update,195.1989,0.884894,False,0.0,2.0,-2.0,1
177,tx_08434,bank_timeout,mandate_nach,1,237.86,100-500,1223.84,1,1,retry_later,207.8131,0.840405,True,237.86,1.0,236.86,0
178,tx_03735,insufficient_funds,netbanking,3,1029.83,1000-5000,22320.47,12,4,retry_later,473.8256,0.509275,False,0.0,1.0,-1.0,0
179,tx_03517,bank_timeout,upi,1,227.48,100-500,1530.94,1,0,retry_later,192.9646,0.815915,True,227.48,1.0,226.48,0
180,tx_06986,hard_decline,upi,1,215.99,100-500,1882.61,0,0,payment_method_update,166.0182,0.755974,True,215.99,2.0,213.99,1
181,tx_06767,expired_card,card,1,1039.71,1000-5000,22723.0,1,1,payment_method_update,909.923,0.890398,True,1039.71,2.0,1037.71,1
182,tx_05622,bank_timeout,upi,2,539.2,500-1000,665.0,6,3,retry_later,398.5345,0.73765,True,539.2,1.0,538.2,0
183,tx_01605,insufficient_funds,upi,1,1528.73,1000-5000,19083.54,1,0,retry_later,1167.1764,0.780532,True,1528.73,1.0,1527.73,0
184,tx_01733,bank_timeout,upi,2,229.04,100-500,4301.88,4,2,retry_later,182.495,0.79272,True,229.04,1.0,228.04,0
185,tx_09341,bank_timeout,card,1,2539.06,1000-5000,26345.18,0,1,retry_later,2221.655,0.85602,True,2539.06,1.0,2538.06,0
186,tx_03812,insufficient_funds,card,1,247.92,100-500,8739.89,2,0,retry_later,198.1371,0.752186,True,247.92,1.0,246.92,0
187,tx_09624,bank_timeout,upi,1,543.96,500-1000,4159.89,0,0,retry_later,466.932,0.833234,False,0.0,1.0,-1.0,0
188,tx_01761,soft_decline,card,1,2503.71,1000-5000,62983.86,1,1,retry_later,2112.0381,0.77611,True,2503.71,1.0,2502.71,0
189,tx_05401,bank_timeout,upi,2,2520.6,1000-5000,54034.26,6,2,retry_later,2000.2646,0.784211,True,2520.6,1.0,2519.6,0
190,tx_02739,customer_abandoned,card,1,541.01,500-1000,11945.36,2,1,recovery_link,365.1628,0.750802,True,541.01,1.5,539.51,0
191,tx_02472,insufficient_funds,upi,1,547.03,500-1000,5916.56,0,0,retry_later,417.9982,0.745275,True,547.03,1.0,546.03,0
192,tx_06738,insufficient_funds,netbanking,2,10043.29,5000+,38930.2,3,1,retry_later,6424.4395,0.716826,False,0.0,1.0,-1.0,0
